age,salary,experience,education_level,city_tier,purchased
47,92534,6,0,2,1
28,59950,9,0,2,0
45,108954,4,0,2,1
29,103576,6,1,2,1
56,40557,4,2,2,0
43,41825,14,1,2,0
30,28998,18,1,2,0
25,56080,9,1,1,0
45,131633,7,0,3,1
47,147743,8,2,3,1
26,77797,10,2,2,1
56,35802,1,1,3,0
48,31167,2,0,2,0
38,120628,12,1,1,1
51,62407,10,1,2,1
48,140283,9,2,1,1
42,33338,14,0,1,0
29,96289,5,2,1,1
18,91520,0,1,2,0
39,38895,13,2,1,0
57,67910,17,1,2,1
54,129367,10,0,1,1
18,85898,7,2,1,1
18,23454,2,2,3,0
59,137486,13,2,2,1
59,106540,1,2,3,0
38,80797,15,2,1,1
32,121559,5,0,3,1
34,103137,0,0,1,0
39,70637,13,2,3,1
55,144983,9,1,3,1
52,25349,5,1,2,0
33,145416,8,2,2,1
25,59963,6,2,3,0
34,95583,1,0,3,0
34,27750,10,0,2,0
43,114929,13,2,1,1
30,42463,4,2,1,0
34,94935,8,1,1,1
55,78792,6,0,1,1
34,33686,13,2,3,0
31,126339,15,0,1,1
23,83528,15,2,3,1
52,119811,6,2,3,1
31,135691,9,2,1,1
25,42787,5,2,1,0
32,34776,16,1,1,0
44,135613,0,2,2,0
30,115063,1,1,3,0
48,77427,13,1,1,1
52,149069,3,2,2,1
23,124887,8,0,3,1
22,81086,5,0,3,1
39,122231,16,2,3,1
40,144422,10,2,1,1
42,135673,3,2,1,1
51,83308,8,0,3,1
43,35797,15,0,3,0
22,122535,2,2,2,0
43,25302,3,0,2,0
37,83172,2,1,3,0
23,58059,12,0,2,0
23,20908,18,0,3,0
35,80252,0,2,2,0
21,100659,5,1,3,1
34,32877,2,2,1,0
31,34239,2,0,3,0
31,106971,15,1,1,1
30,47313,9,2,3,0
24,120890,16,0,1,1
32,62103,6,1,2,1
36,68408,12,2,1,1
52,103251,10,1,2,1
34,108771,9,0,3,1
52,146228,6,2,2,1
36,111665,5,0,2,1
37,30534,0,1,2,0
53,120110,16,0,3,1
52,63060,11,1,1,1
49,37189,3,2,2,0
57,148431,2,0,3,0
41,106067,5,2,2,1
34,30967,15,2,1,0
24,101991,12,2,2,1
18,85563,8,2,2,1
52,28660,10,0,2,0
49,138671,19,0,1,1
53,110875,12,2,1,1
30,149909,18,2,3,1
23,59823,2,1,2,0
31,75842,11,2,2,1
54,29616,18,1,2,0
32,95976,7,1,2,1
21,122136,13,2,1,1
57,68738,8,0,1,1
33,33107,16,1,2,0
45,81404,5,0,2,1
33,114182,3,2,2,1
21,132081,3,2,2,1
43,111787,18,2,3,1
45,35954,11,2,3,0
49,36943,1,1,2,0
19,60725,16,1,2,1
48,65434,14,0,2,1
20,105751,9,0,3,1
25,30110,2,1,1,0
41,125648,19,2,3,1
32,107091,3,0,3,1
48,36462,0,1,2,0
26,99232,0,0,2,0
56,74081,17,1,1,1
19,72799,3,2,2,1
25,86567,14,1,2,1
24,109301,9,0,1,1
56,71224,16,1,2,1
59,147425,11,0,2,1
33,76063,19,0,2,1
52,133394,11,0,3,1
47,75240,15,2,2,1
27,101352,4,2,3,1
55,37868,15,1,2,0
35,95973,16,1,2,1
22,100989,14,0,3,1
46,42222,12,2,3,0
56,99794,7,1,2,1
51,83924,1,1,1,0
40,119854,7,2,2,1
22,98513,9,0,3,1
47,148966,6,1,2,1
23,74649,9,0,2,1
21,122986,3,2,3,1
46,132743,10,2,1,1
40,103749,8,1,1,1
23,122055,3,1,3,1
49,140769,2,2,3,0
59,131218,10,0,2,1
35,30223,2,0,3,0
32,68166,17,2,3,1
57,59369,18,1,2,0
49,106379,13,2,2,1
26,89392,10,1,2,1
54,79526,1,0,1,0
27,32661,1,1,1,0
37,35591,1,0,3,0
23,91718,9,2,2,1
20,75235,14,1,3,1
59,27970,11,0,3,0
28,67922,10,1,1,1
34,120398,16,0,1,1
49,50755,17,0,3,0
21,130399,13,2,2,1
21,140926,16,2,1,1
34,39416,14,1,1,0
58,33672,11,0,1,0
36,103468,15,2,3,1
22,148145,5,1,1,1
49,66996,1,2,2,0
39,94095,1,1,1,0
23,20064,15,2,3,0
52,88835,1,2,3,0
39,90385,7,0,3,1
18,25639,6,0,3,0
37,136723,0,2,2,0
39,31055,3,0,3,0
28,79220,10,2,1,1
30,107594,19,1,2,1
59,49427,6,2,3,0
20,136916,17,2,3,1
26,140308,3,1,2,1
29,102516,16,1,1,1
40,84666,10,0,2,1
31,84274,10,1,1,1
50,138294,19,0,1,1
35,30866,10,2,3,0
58,23889,14,1,2,0
26,138194,13,2,2,1
40,144714,16,0,3,1
27,68226,1,1,3,0
36,51335,17,0,1,0
22,70547,15,0,3,1
40,46162,11,1,2,0
47,109449,9,1,3,1
42,44687,15,0,3,0
45,118756,2,1,3,0
51,30995,7,0,3,0
42,76488,1,2,3,0
27,22631,0,2,1,0
31,54954,13,1,3,0
59,25967,3,1,3,0
47,108294,3,2,2,1
58,107278,8,0,3,1
42,84471,2,0,2,0
31,57116,4,0,2,0
52,112116,0,1,2,0
51,54227,18,0,2,0
27,21942,0,1,1,0
52,67664,9,1,1,1
28,48069,11,1,2,0
28,107342,9,2,1,1
38,34407,1,0,1,0
38,133926,15,1,3,1
39,79201,7,0,1,1
24,100093,13,2,2,1
34,74348,14,0,2,1
19,101981,15,2,2,1
29,37878,10,1,2,0
59,103100,11,1,3,1
35,98629,1,2,1,0
28,75420,3,1,2,1
33,121092,2,0,3,0
35,111987,8,0,2,1
52,63168,17,2,1,1
43,139324,18,0,3,1
33,139409,6,1,1,1
23,74862,3,1,3,1
59,109622,5,1,2,1
29,102025,18,0,2,1
30,144034,0,1,1,0
21,48004,15,0,1,0
56,40471,10,2,3,0
19,111820,3,1,1,1
43,80167,17,2,1,1
44,122229,4,0,2,1
44,103828,5,0,2,1
32,85308,1,2,2,0
25,103969,11,1,2,1
24,34568,8,1,2,0
57,130960,19,1,2,1
29,29466,11,2,2,0
30,111057,12,0,3,1
34,77324,16,2,2,1
34,122208,4,0,2,1
53,35467,19,1,2,0
38,117555,12,1,2,1
25,95955,12,0,2,1
22,72948,9,1,1,1
43,36676,14,2,1,0
33,114791,14,0,2,1
53,51514,17,1,2,0
45,128718,17,1,2,1
46,42650,1,1,3,0
29,108290,10,1,2,1
54,97701,12,0,3,1
47,30683,10,0,3,0
40,118092,3,1,2,1
33,79819,14,2,1,1
31,100978,10,2,2,1
27,24860,17,2,2,0
24,23729,15,2,1,0
54,51351,9,0,1,0
46,132704,11,0,2,1
20,82744,12,2,2,1
32,44346,8,0,3,0
53,140198,12,2,1,1
36,94155,5,1,3,1
30,141449,5,1,3,1
59,96700,10,2,3,1
38,124414,18,0,3,1
54,26955,10,2,1,0
44,85642,9,0,1,1
46,146499,14,1,1,1
37,90290,12,0,2,1
42,64293,7,2,3,1
23,81336,4,1,2,1
53,41662,1,1,1,0
19,26408,15,0,1,0
39,60403,12,1,2,1
49,21225,18,1,3,0
33,32196,8,0,1,0
35,89786,14,1,3,1
22,35372,5,2,3,0
53,146248,7,0,1,1
47,37279,13,0,2,0
36,130401,4,0,3,1
40,115729,16,0,2,1
51,136308,6,2,3,1
30,74240,8,0,3,1
46,130359,15,2,1,1
53,112404,17,0,2,1
39,58187,12,0,3,0
53,136073,17,1,2,1
26,68481,9,1,3,1
56,48475,0,2,2,0
36,64552,17,1,2,1
55,87969,18,0,1,1
23,96534,1,2,3,0
32,129879,3,1,3,1
37,116669,10,0,3,1
26,119605,2,1,3,0
49,26858,8,1,1,0
21,94486,9,1,1,1
35,94474,1,1,3,0
22,45168,6,0,2,0
37,52099,14,1,1,0
40,91180,18,2,2,1
28,129382,9,2,2,1
54,81455,19,1,2,1
39,74240,13,2,3,1
21,94796,3,1,1,1
46,74592,10,0,3,1
51,149674,2,0,2,0
30,142181,16,2,3,1
59,140979,6,2,2,1
26,67458,10,1,3,1
59,121611,17,1,3,1
48,78046,13,1,1,1
24,139396,13,0,1,1
21,36488,5,1,2,0
36,78841,8,0,2,1
59,138521,2,2,2,0
47,20395,16,0,3,0
48,72669,11,2,2,1
52,30845,3,0,1,0
38,56059,19,0,2,0
48,38394,15,1,2,0
36,113993,9,2,3,1
48,65906,6,0,1,1
49,79332,9,0,2,1
19,57305,6,2,1,0
27,62628,17,0,2,1
19,41352,8,2,1,0
19,106682,17,2,2,1
41,102971,16,2,2,1
34,71993,10,0,3,1
49,59386,0,0,3,0
33,123027,16,1,1,1
33,76624,3,2,1,1
56,77065,3,0,1,1
48,140212,13,0,1,1
41,105504,8,2,3,1
18,133141,12,2,1,1
28,28539,15,2,2,0
38,21263,0,1,2,0
21,33305,2,1,2,0
24,73817,18,1,3,1
43,44398,7,2,1,0
29,129238,17,0,2,1
48,117616,5,2,2,1
34,95801,19,0,3,1
50,69107,5,1,3,1
28,52152,4,1,3,0
45,113260,11,1,2,1
49,50624,8,0,3,0
18,149240,8,0,2,1
45,119655,16,2,1,1
59,76132,18,2,2,1
24,145701,16,2,1,1
19,125494,15,1,2,1
59,72979,11,2,1,1
41,78013,2,1,2,0
21,114925,13,0,2,1
36,83797,16,1,2,1
43,71798,15,1,2,1
28,36650,11,1,3,0
57,46014,1,0,2,0
28,96421,7,0,2,1
20,27434,11,2,3,0
29,50028,15,2,3,0
20,86558,7,2,3,1
59,44331,15,0,3,0
44,87573,9,0,3,1
19,149473,19,0,3,1
33,94292,14,0,3,1
19,142466,3,0,3,1
47,66326,14,1,3,1
37,102979,3,2,3,1
55,119728,10,1,3,1
45,24123,5,2,1,0
42,36603,3,1,2,0
49,85941,8,0,2,1
27,62597,8,2,3,1
59,83238,2,1,3,0
57,104238,4,2,1,1
50,62719,14,0,3,1
30,111786,8,0,1,1
58,61751,1,2,2,0
59,146462,2,2,2,0
54,106978,11,0,3,1
33,37693,15,0,1,0
39,109541,4,0,1,1
37,130329,9,1,2,1
44,57697,14,2,2,0
58,114524,13,0,1,1
33,117869,13,2,1,1
51,49992,12,1,2,0
49,83825,15,1,1,1
43,29522,7,0,2,0
42,65406,7,2,1,1
19,127006,16,1,3,1
29,129068,16,2,2,1
57,32121,2,2,1,0
26,143371,0,0,2,0
29,34219,16,1,1,0
43,21617,15,1,3,0
26,63016,16,1,3,1
27,70672,1,2,3,0
49,44276,13,1,2,0
51,119887,6,1,3,1
37,92240,18,2,2,1
56,126292,0,1,3,0
19,75735,16,1,2,1
18,37959,9,2,3,0
53,48522,5,1,1,0
41,76087,6,0,1,1
44,29953,5,2,2,0
19,46567,4,1,3,0
48,80523,1,0,3,0
31,82708,17,2,1,1
19,146206,16,1,3,1
46,42560,6,2,3,0
32,78390,18,0,2,1
29,145772,6,2,1,1
54,88149,6,1,3,1
45,56660,15,0,3,0
37,65104,11,2,2,1
56,77805,14,1,2,1
41,125037,14,1,2,1
38,122735,10,0,2,1
27,44496,1,0,3,0
31,103301,2,2,3,0
54,111257,18,1,3,1
35,23515,19,0,2,0
41,24454,14,1,3,0
31,126073,15,2,1,1
51,42873,0,0,1,0
29,93920,14,2,3,1
39,33727,11,2,2,0
23,148376,6,0,1,1
53,89070,6,2,3,1
53,119059,10,1,1,1
39,144564,19,0,1,1
31,117425,10,1,1,1
33,137213,16,2,1,1
53,69979,2,0,3,0
42,45465,15,1,1,0
49,73900,4,1,3,1
50,79799,1,1,1,0
53,137021,6,1,1,1
37,116129,9,1,1,1
35,41330,4,2,3,0
55,28302,14,2,1,0
20,98443,11,2,1,1
40,109966,9,2,2,1
49,127288,16,2,1,1
33,132689,19,2,2,1
22,92717,19,2,3,1
21,131749,10,1,1,1
38,32875,7,2,1,0
57,47219,14,1,2,0
31,56182,1,0,2,0
56,100541,16,2,1,1
48,62269,5,1,3,1
31,99781,12,0,2,1
23,26457,7,0,1,0
29,26749,10,1,2,0
33,53064,14,1,3,0
34,29821,12,1,2,0
40,135256,17,2,1,1
31,118297,17,0,2,1
24,123587,16,2,3,1
49,98655,12,2,1,1
32,27664,2,2,1,0
34,49281,6,0,1,0
58,146991,11,0,1,1
51,125815,3,0,3,1
22,51821,10,1,1,0
44,123769,13,2,3,1
40,44647,17,1,3,0
57,130861,6,1,2,1
31,89918,4,2,2,1
32,101985,15,0,1,1
50,102799,10,2,1,1
48,110179,2,1,3,0
52,94944,15,0,2,1
34,109142,10,0,1,1
45,47603,9,1,1,0
36,66458,1,0,3,0
40,90605,15,0,2,1
49,39623,16,2,1,0
57,64440,9,2,1,1
30,102427,17,1,1,1
37,27704,11,1,1,0
52,113826,7,1,1,1
22,47460,2,0,1,0
26,103045,19,1,2,1
46,102805,2,2,3,0
23,137529,5,0,3,1
42,93511,1,1,3,0
48,130373,2,0,1,0
39,26565,16,0,3,0
19,108003,8,0,2,1
22,24870,3,1,1,0
44,38909,1,0,2,0
42,29117,8,0,1,0
25,138903,13,0,1,1
18,87474,10,2,3,1
37,113926,1,1,2,0
40,64322,1,2,3,0
49,147463,4,0,1,1
28,121536,6,0,2,1
56,40128,3,2,2,0
41,140909,13,0,1,1
28,117317,1,2,3,0
46,89001,11,0,1,1
43,20440,9,0,2,0
33,80955,0,0,2,0
52,69613,18,0,2,1
37,143491,15,1,1,1
20,90949,14,1,2,1
18,31663,13,1,2,0
18,124059,8,2,3,1
34,123316,14,2,3,1
19,39547,6,2,2,0
46,101662,3,2,3,1
37,125056,17,1,1,1
23,20005,7,2,3,0
25,123080,11,2,3,1
46,27038,14,2,3,0
50,26414,14,0,3,0
20,107659,16,2,1,1
52,89506,1,0,3,0
22,96586,11,2,2,1
44,22606,2,2,3,0
29,36482,6,0,3,0
37,118829,5,2,2,1
37,91873,13,0,1,1
26,53948,4,2,2,0
56,109987,3,2,2,1
21,111801,14,0,2,1
36,111250,6,1,2,1
55,40875,2,0,3,0
44,33057,12,1,3,0
30,52400,9,0,3,0
30,91458,1,1,3,0
39,88607,11,2,1,1
45,107561,11,1,3,1
39,47503,18,2,3,0
36,43765,18,0,1,0
25,121096,2,1,2,0
25,139466,5,2,3,1
59,66612,1,0,3,0
43,118318,12,1,2,1
43,104335,8,2,3,1
40,120989,12,1,2,1
30,113012,13,1,2,1
45,101748,18,2,2,1
26,29428,10,2,3,0
37,51419,13,0,2,0
36,85195,15,2,3,1
56,93695,9,2,1,1
29,109846,19,1,2,1
32,122404,15,2,3,1
48,59142,1,1,2,0
31,91540,15,1,3,1
28,58289,13,2,3,0
43,96948,17,2,1,1
59,78951,5,2,2,1
44,31755,6,2,3,0
28,141843,12,0,1,1
55,137985,1,1,3,0
51,104553,14,0,3,1
36,23890,16,0,1,0
23,114376,12,1,2,1
55,145688,6,0,1,1
59,37175,0,2,2,0
45,94727,2,2,3,0
18,85687,19,2,3,1
52,104983,17,2,1,1
57,108287,6,1,1,1
25,114711,16,2,1,1
24,44288,11,1,3,0
28,66629,15,1,2,1
56,136779,9,1,1,1
21,67800,15,1,2,1
42,57367,19,0,1,0
29,97810,17,0,1,1
43,97754,14,2,1,1
55,109328,10,1,1,1
29,88513,17,2,3,1
54,102762,5,2,3,1
41,49022,0,2,1,0
33,89329,6,2,3,1
30,79414,11,1,3,1
42,21659,19,1,3,0
21,77941,3,0,3,1
28,57930,9,1,2,0
49,63473,1,1,2,0
24,147015,8,2,3,1
28,75598,9,1,2,1
45,36040,19,2,1,0
58,89806,10,1,2,1
40,33286,13,0,1,0
40,89139,2,2,2,0
45,132076,0,1,2,0
43,75916,6,1,1,1
42,37600,3,2,1,0
46,22291,6,0,3,0
36,33123,15,0,2,0
50,149303,9,1,1,1
53,23811,14,1,3,0
31,98883,15,1,1,1
31,51276,5,2,3,0
52,74145,3,2,3,1
47,66619,3,2,1,1
45,101049,3,1,1,1
34,90678,16,0,2,1
20,108782,12,2,2,1
33,111043,1,0,3,0
47,46714,19,1,1,0
46,75685,5,2,2,1
32,32194,0,2,3,0
42,93062,7,2,2,1
55,84037,17,1,3,1
59,39362,3,1,2,0
55,74499,4,1,1,1
40,66281,4,0,3,1
42,82813,14,0,3,1
59,64852,9,2,2,1
24,142621,7,2,2,1
39,131653,6,1,2,1
34,67836,11,1,1,1
35,24595,10,1,2,0
58,115930,12,2,2,1
27,35402,14,1,1,0
27,145798,16,0,2,1
24,85283,17,0,1,1
55,112676,7,2,1,1
44,108131,5,2,2,1
50,62723,10,0,1,1
18,71322,8,1,2,1
51,66764,4,2,1,1
21,44911,6,2,3,0
34,111288,14,2,2,1
21,39405,3,0,3,0
43,78122,18,2,3,1
21,109756,12,0,3,1
18,119489,0,0,3,0
24,121589,0,1,2,0
47,148909,13,1,1,1
26,23447,8,1,2,0
52,73143,11,2,2,1
25,82906,17,0,1,1
41,30662,8,2,3,0
36,83001,7,0,1,1
53,78282,13,2,3,1
44,24899,8,0,2,0
49,48582,19,1,1,0
31,134364,1,1,1,0
35,87471,0,2,3,0
45,143513,12,0,1,1
46,62213,9,1,2,1
33,127578,7,0,1,1
52,95871,6,2,1,1
48,103205,11,1,2,1
21,94081,16,2,3,1
54,125783,11,2,1,1
34,123559,15,0,3,1
56,103805,9,2,1,1
43,144698,11,2,2,1
56,57830,10,0,3,0
58,27066,13,0,1,0
21,30712,19,2,3,0
47,101527,12,1,1,1
47,149453,1,1,2,0
39,146888,19,0,2,1
28,121326,6,2,1,1
19,145464,0,1,1,0
29,85365,2,0,3,0
47,107185,19,0,1,1
53,119851,11,0,3,1
35,50806,4,2,1,0
43,32210,11,0,2,0
24,56972,2,1,3,0
18,125894,19,2,3,1
43,54136,4,1,2,0
40,64297,0,1,3,0
43,136445,15,1,2,1
23,35945,8,2,2,0
23,115201,9,1,2,1
25,62477,9,0,1,1
41,99180,12,0,2,1
39,90453,15,1,3,1
36,105404,19,0,1,1
54,97413,3,2,2,1
35,33224,13,2,2,0
48,23052,16,0,2,0
54,47272,4,0,3,0
47,61150,12,2,1,1
59,116204,2,1,1,0
50,37316,4,2,1,0
27,73389,15,1,3,1
54,83332,18,0,2,1
29,27240,18,0,1,0
47,117095,16,1,2,1
44,88774,17,1,3,1
56,63175,17,2,1,1
26,20565,7,1,3,0
38,107298,17,0,1,1
29,91094,8,0,1,1
46,36375,18,0,2,0
50,45710,9,1,3,0
32,69895,1,1,1,0
19,143552,16,0,1,1
56,96639,12,1,3,1
35,35174,10,2,2,0
20,127026,15,2,3,1
24,107329,19,1,1,1
35,47597,6,1,3,0
55,94289,2,0,2,0
54,58397,15,1,2,0
50,91854,18,0,2,1
48,53069,19,2,2,0
28,105687,15,1,2,1
21,138968,1,2,2,0
35,60274,13,1,2,1
21,94237,19,1,1,1
51,92498,9,0,3,1
46,58197,18,0,2,0
41,68634,10,1,3,1
39,50041,17,1,3,0
19,27248,10,0,1,0
23,105365,8,2,3,1
59,22203,18,1,3,0
42,71986,19,0,2,1
38,45370,9,1,2,0
33,55247,2,0,3,0
48,144403,2,2,2,0
31,139544,7,1,1,1
56,95922,5,1,3,1
45,145408,19,2,3,1
49,20434,0,1,1,0
45,82982,19,1,1,1
26,85180,5,1,1,1
39,128534,1,0,1,0
49,54474,18,0,3,0
22,44644,6,1,2,0
40,58493,10,2,2,0
22,103824,10,2,2,1
59,141706,3,1,2,1
49,23959,19,0,1,0
27,67289,15,0,2,1
56,31143,4,1,2,0
32,59593,6,0,3,0
24,59115,15,0,3,0
46,131145,14,2,2,1
20,42540,4,1,1,0
36,55481,0,0,2,0
27,115505,19,0,1,1
45,97097,8,0,3,1
46,42578,4,1,1,0
32,32787,5,1,2,0
52,92048,2,0,3,0
23,141555,5,2,2,1
29,72879,7,2,2,1
55,30596,5,1,1,0
30,117282,15,2,2,1
46,80669,15,0,2,1
36,39930,2,1,3,0
20,67950,16,1,1,1
25,115737,5,2,1,1
25,38687,5,1,3,0
37,72833,18,2,3,1
21,142540,19,2,1,1
38,55989,14,0,3,0
20,50183,18,2,1,0
25,40758,1,2,3,0
40,21082,7,1,1,0
33,126941,6,0,1,1
30,116368,7,0,3,1
20,65891,12,2,2,1
26,65810,14,1,2,1
31,66901,11,1,3,1
30,103512,14,1,1,1
24,123912,13,0,3,1
32,91062,6,0,2,1
24,116622,16,2,1,1
55,41563,4,2,1,0
51,92008,19,1,1,1
58,22775,9,2,2,0
39,35828,18,1,2,0
41,130312,17,0,1,1
54,145933,9,2,1,1
18,37974,1,1,2,0
27,42388,5,0,2,0
33,100591,2,1,1,0
25,141918,18,2,3,1
42,38615,4,1,3,0
29,57886,6,0,3,0
42,42838,6,2,2,0
34,60728,9,0,3,1
43,136249,0,2,3,0
31,98000,10,1,2,1
58,72798,6,0,3,1
53,125900,5,0,1,1
40,92776,5,1,2,1
23,90478,12,0,1,1
22,39622,15,0,3,0
42,33536,12,0,1,0
35,87136,1,0,2,0
30,25700,18,1,3,0
31,58839,18,0,2,0
45,30248,18,0,3,0
35,65291,17,0,2,1
45,102629,5,2,2,1
44,104891,1,2,1,0
49,145612,18,1,2,1
26,37177,5,1,2,0
57,39483,19,1,1,0
49,63815,14,0,3,1
37,140718,5,2,3,1
45,58533,2,2,2,0
50,20026,10,1,1,0
21,124997,7,2,3,1
51,80611,17,1,1,1
20,107242,16,0,2,1
43,44660,18,2,1,0
25,75103,18,0,2,1
23,72253,16,0,3,1
33,124913,3,2,3,1
41,62082,6,1,3,1
56,36258,4,2,3,0
47,123613,15,0,1,1
30,118315,5,1,1,1
22,109690,13,0,1,1
42,115220,19,1,2,1
37,35389,1,2,3,0
35,111860,17,0,3,1
35,47685,17,1,3,0
19,79220,12,1,1,1
27,47195,17,2,1,0
29,41797,16,1,3,0
30,131975,12,1,2,1
28,91310,11,0,1,1
36,117169,2,2,3,0
52,134867,6,2,3,1
56,86332,0,0,3,0
43,125583,4,0,2,1
31,113925,0,0,3,0
41,82907,3,1,1,1
58,27188,0,2,2,0
18,43696,12,2,2,0
39,22024,13,2,3,0
40,93202,14,1,1,1
36,55985,16,2,1,0
35,26584,11,2,3,0
29,110998,6,2,3,1
45,47044,18,2,1,0
45,146267,2,0,2,0
50,25285,17,1,2,0
36,83115,3,2,3,1
45,27370,2,2,3,0
54,37903,11,2,1,0
43,52499,11,2,1,0
52,117904,16,2,1,1
51,42995,5,0,1,0
52,125160,14,0,3,1
57,55200,1,1,3,0
33,108377,7,1,1,1
55,90402,13,2,3,1
30,33566,4,2,3,0
40,57822,2,0,1,0
39,127412,9,1,2,1
33,71222,6,2,2,1
45,114088,10,2,1,1
52,120085,14,2,2,1
25,110450,1,1,3,0
39,70668,4,0,2,1
38,129366,10,0,1,1
43,130078,7,2,1,1
57,83853,12,2,2,1
38,74643,10,2,2,1
42,143794,16,2,3,1
58,42333,14,2,2,0
18,35958,0,1,2,0
23,72442,18,0,2,1
40,40954,15,1,3,0
40,95174,18,1,2,1
40,119683,12,2,3,1
49,29675,3,1,3,0
47,109590,10,0,1,1
30,128570,17,2,1,1
35,51661,17,0,3,0
40,84289,9,1,3,1
32,37184,16,2,3,0
50,67963,12,0,1,1
38,45822,13,0,3,0
56,82303,6,2,1,1
40,96465,9,0,1,1
44,25267,2,2,3,0
35,72647,1,2,3,0
41,147714,18,1,3,1
57,82814,6,0,1,1
59,56025,4,2,2,0
24,141246,2,1,3,0
37,97605,1,1,2,0
44,20981,5,2,2,0
23,63436,13,2,2,1
44,38472,6,0,2,0
26,39336,1,0,2,0
48,45587,10,0,1,0
38,97192,2,2,1,0
43,112862,8,1,1,1
57,104046,7,1,2,1
30,139500,10,2,1,1
40,126367,17,0,3,1
37,73013,0,1,2,0
54,140591,14,1,3,1
45,104511,3,0,2,1
34,29665,3,1,2,0
45,47097,9,0,2,0
58,111277,10,1,2,1
19,72474,17,1,3,1
42,91973,14,1,2,1
58,45185,2,0,2,0
23,95911,6,1,1,1
28,112643,6,1,2,1
55,50484,16,1,2,0
23,148311,19,2,2,1
28,121165,15,1,2,1
31,65610,15,1,2,1
19,70807,7,0,2,1
57,70907,2,0,3,0
20,77389,19,2,3,1
52,45835,14,0,2,0
50,115279,0,0,3,0
41,116453,9,0,1,1
36,124531,1,2,1,0
35,73790,6,2,2,1
41,96960,13,1,2,1
52,29643,15,1,3,0
18,95846,14,0,1,1
53,38951,6,1,2,0
42,112104,12,1,1,1
51,35233,9,2,3,0
42,33200,8,2,2,0
33,72275,8,1,2,1
51,107084,5,1,2,1
46,96068,11,1,1,1
36,109001,19,0,3,1
40,41291,19,2,1,0
36,62448,13,1,1,1
42,50580,19,1,2,0
33,111685,6,0,3,1
26,41346,7,2,3,0
18,30619,7,0,2,0
59,125454,7,0,3,1
36,21766,1,1,2,0
50,23549,13,0,2,0
51,38693,9,0,3,0
33,82019,17,1,3,1
57,117458,17,2,3,1
35,145284,17,1,3,1
51,127938,15,2,1,1
42,147673,19,0,2,1
23,120280,4,0,2,1
38,68328,19,1,2,1
23,97701,4,1,2,1
49,109100,19,1,1,1
58,120794,9,0,3,1
56,45301,16,0,3,0
48,64763,12,2,3,1
59,40765,16,1,2,0
27,64787,17,0,1,1
47,140675,12,2,1,1
35,27425,16,1,3,0
41,32857,14,1,2,0
26,72771,11,2,3,1
48,112999,9,2,2,1
32,42444,12,2,3,0
21,148489,10,0,3,1
57,61457,2,1,1,0
26,122280,9,1,2,1
26,99741,10,2,1,1
43,20704,5,0,1,0
21,25452,0,2,3,0
34,131153,5,0,2,1
33,58862,4,1,2,0
32,81471,6,1,3,1
52,89217,11,0,3,1
22,106058,11,1,3,1
22,38300,6,1,2,0
37,29566,1,2,3,0
32,27501,0,0,3,0
35,21845,17,1,1,0
19,139342,11,1,3,1
46,59181,6,0,3,0
30,77263,18,1,2,1
21,126294,2,0,3,0
59,127932,9,0,2,1
27,98766,10,2,1,1
48,83038,4,0,1,1
58,137778,1,2,2,0
25,103290,7,1,3,1
20,136616,13,0,2,1
26,54404,7,2,3,0
47,42564,5,0,3,0
28,117898,0,1,3,0
52,77435,0,2,2,0
54,38227,7,2,1,0
59,110296,10,2,2,1
30,147703,17,1,3,1
53,115259,9,2,2,1
30,144451,11,1,1,1
29,67475,19,1,2,1
54,37215,15,0,1,0
27,147320,4,1,1,1
26,91074,15,2,3,1
24,41699,11,2,1,0
19,128621,5,1,2,1
40,32454,4,1,2,0
56,68217,0,0,3,0
57,126759,18,0,2,1
56,148471,9,2,3,1
38,41711,13,1,2,0
40,35059,2,2,2,0
46,68398,5,1,1,1
31,21286,4,2,1,0
43,54297,16,2,1,0
22,128304,17,2,2,1
48,124959,11,1,3,1
42,120181,4,0,3,1
48,128245,8,0,3,1
37,46485,11,1,1,0
34,79967,19,0,2,1
19,117803,8,2,1,1
42,149745,2,1,2,0
30,74583,0,1,2,0
56,144077,14,0,2,1
45,71630,9,0,1,1
59,131359,13,2,2,1
23,47086,6,1,1,0
20,36484,3,0,1,0
52,88623,4,1,2,1
35,124132,19,2,2,1
28,142113,15,2,2,1
37,79263,2,2,1,0
22,38675,16,1,2,0
36,140155,12,1,2,1
39,80664,5,1,3,1
36,44680,4,1,3,0
33,37077,15,1,3,0
41,140474,10,2,2,1
58,58174,16,2,1,0
21,96968,4,2,3,1
32,23491,5,0,1,0
42,66126,9,2,3,1
52,131658,0,1,3,0
31,23392,9,2,1,0
36,82257,16,0,3,1
55,87804,2,0,1,0
53,58400,1,0,2,0
24,56551,16,0,2,0
47,48088,3,0,1,0
36,100015,1,1,1,0
42,45465,4,2,2,0
33,68155,9,1,1,1
57,107893,0,1,2,0
25,25969,0,0,2,0
35,28981,3,2,1,0
45,41032,6,2,3,0
33,74091,13,2,1,1
36,127154,13,0,2,1
59,44408,17,1,3,0
34,44241,1,2,3,0
30,67940,0,1,2,0
24,102938,15,2,3,1
44,71105,17,2,3,1
27,111302,15,2,1,1
51,81050,5,2,2,1
53,23657,9,0,3,0
42,41230,1,0,2,0
23,38680,6,1,1,0
41,102694,16,0,1,1
35,104731,2,2,1,0
40,62340,19,1,3,1
